call to Robot/MoveD
9.528404 1 738 -143.927508
9.563742 0 737 -172.160625
9.572572 0 737 -172.160625
9.583676 0 746 -172.160625
9.618565 0 746 -172.160625
9.652008 0 746 -172.160625
9.666186 0 746 -172.160625
9.675999 0 746 -172.160625
9.683586 0 746 -172.160625
9.697627 0 746 -172.160625
9.708128 0 746 -172.160625
9.716778 0 746 -172.160625
9.730122 0 746 -172.160625
9.742352 0 746 -172.160625
9.777582 0 746 -172.160625
9.788401 0 746 -172.160625
9.800254 0 746 -172.160625
9.829724 0 746 -172.160625
9.841588 0 544 -172.160625
9.883591 0 544 -172.160625
9.917624 0 544 -172.160625
9.928305 0 544 -172.160625
9.939782 0 544 -172.160625
9.971438 0 544 -172.160625
9.980094 0 544 -172.160625
9.991887 0 544 -172.160625
10.002499 0 544 -172.160625
10.031910 0 544 -172.160625
10.043365 0 544 -172.160625
10.054765 0 544 -172.160625
10.066204 0 544 -172.160625
10.074626 0 544 -172.160625
10.113145 -1 481 -204.086556
10.146221 -1 480 -207.394156
10.178243 -1 479 -210.596435
10.191342 -1 478 -211.906281
10.201910 -1 477 -212.963090
10.212678 -1 476 -214.039919
10.221892 -1 475 -214.961277
10.232642 -1 474 -216.036294
10.242754 -1 473 -217.047519
10.252513 -1 472 -218.023390
10.293490 -1 471 -222.121135
10.304005 -1 470 -223.172556
10.317967 -1 469 -224.568802
10.331914 -1 468 -225.963494
10.346103 -1 467 -227.382377
10.357386 -1 466 -228.510719
10.369961 -1 376 -229.768223
10.432031 -1 375 -235.975198
10.445445 -1 374 -237.316577
10.453859 -1 373 -238.158048
10.467416 -1 372 -239.513731
10.503565 -1 371 -243.128644
10.517656 -1 370 -244.537711
10.526658 -1 369 -245.437931
10.556347 -1 368 -248.406777
10.613618 -1 367 -254.133911
10.628108 -1 385 -255.582902
10.640647 -1 384 -256.836831
10.650558 -1 383 -257.827873
10.665964 -1 382 -259.368494
10.679436 -1 381 -260.715694
10.696100 -1 380 -262.382140
10.709512 -1 379 -263.723315
10.726367 -1 378 -265.408781
10.763667 -1 377 -269.138786
10.780107 0 376 -239.960783
10.823328 0 376 -239.960783
10.862768 0 376 -239.960783
10.877308 0 376 -239.960783
10.890132 0 393 -239.960783
10.929456 0 393 -239.960783
10.971635 0 393 -239.960783
10.986528 0 393 -239.960783
10.999663 0 393 -239.960783
11.017563 1 393 -209.065798
11.053304 1 392 -205.491719
11.120363 1 391 -198.785836
11.132409 1 390 -197.581161
11.142746 1 452 -196.547494
11.153739 1 451 -195.448206
11.163485 1 450 -194.473573
11.172772 1 449 -193.544923
11.181891 1 448 -192.633052
11.193481 1 447 -191.474040
11.203567 1 446 -190.465452
11.236622 1 445 -187.159952
11.273158 1 444 -183.506269
11.283923 1 443 -182.429823
11.313463 1 442 -179.475823
11.348479 1 441 -175.974252
11.381315 1 440 -172.690640
11.438399 1 448 -166.982215
11.450590 1 447 -165.763090
11.491235 1 446 -161.698615
11.500596 1 445 -160.762486
11.533740 1 444 -157.448152
11.546384 1 443 -156.183706
11.556261 1 442 -155.195994
11.587627 1 441 -152.059386
11.619609 1 440 -148.861165
11.630042 0 439 -178.339548
11.667758 0 439 -178.339548
11.750403 0 428 -178.339548
11.760581 0 428 -178.339548
11.772028 0 428 -178.339548
11.780677 0 428 -178.339548
11.810232 0 428 -178.339548
11.842323 0 428 -178.339548
11.878618 0 428 -178.339548
11.887138 0 428 -178.339548
11.915415 0 428 -178.339548
11.950311 0 428 -178.339548
11.980101 0 428 -178.339548
11.990466 0 428 -178.339548
12.000703 0 428 -178.339548
12.033287 0 427 -178.339548
12.043555 0 427 -178.339548
12.056453 0 427 -178.339548
12.070516 0 427 -178.339548
12.103586 0 427 -178.339548
12.112783 0 427 -178.339548
12.123288 0 427 -178.339548
12.153659 0 427 -178.339548
12.183872 0 427 -178.339548
12.196161 0 427 -178.339548
12.204501 0 427 -178.339548
12.212693 0 427 -178.339548
12.247612 0 427 -178.339548
12.259853 0 427 -178.339548
12.299776 0 420 -178.339548
12.311736 0 420 -178.339548
12.322446 0 420 -178.339548
12.336094 0 420 -178.339548
12.346694 0 420 -178.339548
12.357779 0 420 -178.339548
12.369813 0 420 -178.339548
12.380416 0 420 -178.339548
12.391278 0 420 -178.339548
12.401838 0 420 -178.339548
12.411067 0 420 -178.339548
12.421397 0 420 -178.339548
12.431732 0 420 -178.339548
12.442382 0 420 -178.339548
12.454728 0 420 -178.339548
12.487042 -1 420 -209.955269
12.521695 -1 419 -213.420544
12.553145 -1 376 -216.565606
12.585500 -1 375 -219.801036
12.615953 -1 374 -222.846398
12.624677 -1 373 -223.718761
12.634557 -1 372 -224.706756
12.644657 -1 371 -225.716794
12.655541 -1 370 -226.805140
12.673196 -1 369 -228.570636
12.681974 -1 368 -229.448411
12.692117 -1 367 -230.462806
12.702776 -1 366 -231.528661
12.738321 -1 365 -235.083169
12.748196 -1 364 -236.070661
12.757139 -1 363 -236.964998
12.787885 -1 362 -240.039598
12.819863 -1 376 -243.237369
12.830126 -1 375 -244.263706
12.840654 -1 374 -245.316465
12.874707 -1 373 -248.721790
12.886220 -1 372 -249.873094
12.897565 -1 371 -251.007536
12.908251 -1 370 -252.076119
12.922442 -1 369 -253.495273
12.932524 -1 368 -254.503481
12.942265 -1 367 -255.477556
12.953530 -1 366 -256.604031
12.963456 -1 365 -257.596677
12.979638 -1 364 -259.214881
12.991547 -1 363 -260.405736
13.049675 -1 362 -266.218531
13.113622 0 380 -239.415906
13.128792 0 380 -239.415906
13.146418 0 380 -239.415906
13.159843 0 380 -239.415906
13.171798 0 380 -239.415906
13.188302 0 380 -239.415906
13.222273 0 380 -239.415906
13.238339 0 380 -239.415906
13.252529 0 380 -239.415906
13.266468 0 380 -239.415906
13.305985 0 380 -239.415906
13.342176 1 380 -207.606361
13.357997 1 379 -206.024261
13.371285 1 428 -204.695481
13.410042 1 427 -200.819815
13.420128 1 426 -199.811161
13.429753 1 425 -198.848681
13.441883 1 424 -197.635627
13.454578 1 423 -196.366194
13.465984 1 422 -195.225569
13.501481 1 421 -191.675890
13.529854 1 420 -188.838527
13.540652 1 419 -187.758761
13.549725 1 418 -186.851427
13.581369 1 417 -183.687027
13.592766 1 416 -182.547394
13.602568 1 415 -181.567161
13.611320 1 414 -180.691919
13.643362 1 435 -177.487769
13.653909 1 434 -176.433115
13.665071 1 433 -175.316827
13.699450 1 432 -171.878923
13.710642 1 431 -170.759765
13.741413 1 430 -167.682656
13.752168 1 429 -166.607177
13.763975 1 428 -165.426456
13.776139 1 427 -164.210031
13.810296 1 426 -160.794406
13.840662 1 425 -157.757719
13.874454 0 424 -186.068165
13.884669 0 424 -186.068165
13.899193 0 427 -186.068165
13.910505 0 427 -186.068165
13.939810 0 427 -186.068165
13.970671 0 427 -186.068165
13.981579 0 427 -186.068165
13.993968 0 427 -186.068165
14.016444 0 427 -186.068165
14.049898 0 427 -186.068165
14.061771 0 427 -186.068165
14.072603 0 427 -186.068165
