call to Robot/MoveCC
44.478349 -7 1791 61.743992
44.510227 -7 1787 34.966472
44.546746 -8 1787 -27.901153
44.590258 -8 1778 -69.672673
44.598261 -8 1778 -77.355073
44.609600 -8 1777 -88.240713
44.730603 -8 1775 -204.403393
44.850586 -8 1771 -319.587433
44.970673 -8 1771 -434.871112
45.095486 -8 1767 -554.691232
45.219664 -8 1771 -673.901713
45.338434 -8 1766 -787.921593
45.458523 -8 1764 -903.206713
45.582686 -8 1764 -1022.402913
45.708575 -8 1764 -1143.256753
45.836699 -8 1766 -1266.255993
45.962439 -8 1762 -1386.965872
46.088024 -8 1763 -1507.527673
46.208643 -8 1763 -1623.321592
46.325964 -8 1763 -1735.950393
call to Robot/Rotate
